titulo,autor,tema,mes
As noticias da seguranca publica,Douglas Santos,seguranca publica,4
Paraiba retoma vacinacao contra a Covid-19 para profissionais de Seguranca Publica,Sasha Ferreira,seguranca publica,3
Casos de desaparecidos na regiao aumentam 14% em seis meses,Maria Julia,seguranca publica,5
Agentes da seguranca publica sao vacinados na capital,Francisco Jose,seguranca publica,5
LAIS/UFRN abre 100 vagas para pesquisadores na area de tecnologia da informacao,Miguel Angelo,ciencia e tecnologia,3
Aumenta o numero de mortes por armas de fogo no Brasil em 2020 diz relatorio,Sasha Ferreira,seguranca publica,5
Secretario da Seguranca Publica de Alagoas sofre acidente na BR-101,Hugo Sousa,seguranca publica,7
Forcas de seguranca buscam foragidos da Justica em Fortaleza,Sasha Ferreira,seguranca publica,6
VIDEO 'Missao cumprida' diz secretario de Seguranca Publica de GO sobre captura de Lazaro Barbosa,Teodora Alves,seguranca publica,5
Aumentam as mortes por intervencao policial no Maranhao,Douglas Santos,seguranca publica,5
Secretario de Seguranca Publica de Goias fala sobre buscas a Lazaro Barbosa em Goias,Joao Paulo Araujo,seguranca publica,3
Secretario da Seguranca Publica de Alagoas sofre acidente na BR-101,Miguel Angelo,seguranca publica,2
Caso Lazaro Barbosa especialistas apontam falhas na seguranca publica,Sasha Ferreira,seguranca publica,3
Estado promove "Dia D" de vacinacao contra Covid para todas as forcas de seguranca publica,Francisco Jose,seguranca publica,2
Secretario de Seguranca Publica orienta policiais durante buscas a Lazaro Barbosa em Goias,Francisco Jose,seguranca publica,4
Pesquisadora baiana cria empresa de insetos comestiveis na Bahia 'Diversos beneficios a saude',Pedro Henrique,ciencia e tecnologia,4
Homem e preso por ameaca e infracao a medida protetiva em Aracaju,Sasha Ferreira,seguranca publica,1
Predio da SSP-RS nao tinha sprinklers diz governo; veja regras de seguranca para edificios do tipo,Miguel Angelo,seguranca publica,3
Governo lanca programa que permite denuncia de crimes pela internet em MT,Maria Julia,seguranca publica,2
Crescem os casos de estupro em Roraima,Sebastiao Silva,seguranca publica,3
Covid-19 Macapa vacina pessoas com 48 anos agentes de seguranca publica e outros grupos,Thales Peres,seguranca publica,2
RN quer vacinar todos os agentes que compoem as forcas de seguranca publica ate sexta (18); confira locais,Hugo Sousa,seguranca publica,3
RS tem alta nos feminicidios apontam indicadores da Seguranca Publica do mes de maio,Thales Peres,seguranca publica,1
Registros de ocorrencia relacionados a preconceito crescem 465% no 1o semestre de 2021 no RJ diz ISP,Tiago Calisto,seguranca publica,3
Rui Costa anuncia convocacao de mais de 600 reservistas da PM e mais de 50 investigadores para reforcar seguranca publica,Teodora Alves,seguranca publica,5
Detento da Ariosvaldo Campos Pires morre de Covid-19 em hospital em Juiz de Fora,Maria Julia,seguranca publica,1
Escola estadual de Itaquaquecetuba e premiada pelo Ministerio da Ciencia e Tecnologia,Maria Clara,ciencia e tecnologia,5
Detentos pulam muro do Presidio de Uberlandia durante madrugada mas sao vistos por policiais penais,Joao Paulo Araujo,seguranca publica,1
Especialista em seguranca publica comenta ataques registrados no Amazonas,Hugo Sousa,seguranca publica,2
Sorocaba publica lei que torna obrigatoria instalacao de cameras de seguranca em pet shops,Miguel Angelo,seguranca publica,2
Louismar Bonates secretario de Seguranca Publica do AM fala sobre ataques na cidade,Douglas Santos,seguranca publica,1
Tres pessoas sao baleadas na Cracolandia no Centro de SP,Thales Peres,seguranca publica,1
Manifestantes se mobilizam para pedir libertacao de tatuador preso ha 5 dias apos ato contra Bolsonaro em SP,Thales Peres,seguranca publica,6
RS tem alta nos feminicidios e queda nos homicidios apontam indicadores da Seguranca Publica do mes de maio,Tiago Calisto,seguranca publica,6
Especialistas em seguranca publica analisam cenas de violencia policial em protesto,Thales Peres,seguranca publica,6
Especialistas em Seguranca Publica avaliam violencia policial em protesto no Recife,Thales Peres,seguranca publica,2
Operacao fiscaliza possiveis irregularidades em postos de combustiveis do ES,Sasha Ferreira,seguranca publica,6
Governo de SP multa Bolsonaro e o filho por nao usarem mascara durante passeio com motociclistas,Thales Peres,ciencia e tecnologia,6
Comandante da PM fala em comissao de seguranca publica da Assembleia,Maria Clara,seguranca publica,4
Parana registra aumento nas mortes violentas,Thales Peres,seguranca publica,4
Policial civil suspeito de atirar em jovem em Pinheiros na Zona Oeste de SP se entrega neste sabado,Thales Peres,seguranca publica,1
Alagoas e o estado com o maior numero de armas registradas no pais,Joao Paulo Araujo,seguranca publica,3
Angra esta entre as cidades com taxas mais altas de letalidade policial do Brasil,Sebastiao Silva,seguranca publica,6
Lider comunitario de Divinopolis denuncia o nao funcionamento de cameras do 'Olho Vivo',Sebastiao Silva,seguranca publica,3
Dupla e presa suspeita de falsificar documentos para abrir contas bancaria no sudoeste da Bahia,Teodora Alves,seguranca publica,2
Profissionais da seguranca publica e saude sao imunizados em Ji-Parana,Francisco Jose,seguranca publica,2
Motorista de caminhonete que bateu em dois carros e capotou em Campinas estava alcoolizado aponta exame,Sebastiao Silva,seguranca publica,1
Pinga Fogo Deputados debatem sobre seguranca publica,Hugo Sousa,seguranca publica,7
Comissao de Biosseguranca do Ministerio da Ciencia e Tecnologia aprova a vacina de Oxford,Miguel Angelo,ciencia e tecnologia,6
Covid-19 Com mais 10 mortes total de vitimas no DF chega a 9.322,Joao Paulo Araujo,seguranca publica,2
Confira o que abre e fecha no 131o aniversario de Boa Vista,Sebastiao Silva,seguranca publica,1
Homem e preso suspeito de violencia domestica em Salgado,Miguel Angelo,seguranca publica,5
Operacao contra pirataria digital cumpre dois mandados de busca e apreensao no Maranhao,Maria Clara,seguranca publica,2
Dois sao presos em Manaus em operacao de combate a crimes contra criancas e adolescentes,Teodora Alves,seguranca publica,5
Lei define profissionais essenciais durante pandemia de Covid-19 no DF,Hugo Sousa,seguranca publica,2
Operacao de combate a violencia contra criancas e adolescentes realiza prisoes em Janauba,Francisco Jose,seguranca publica,2
Veja os destaques da seguranca publica,Joao Paulo Araujo,seguranca publica,2
Especialistas em seguranca publica condenam operacao na favela do Jacarezinho,Pedro Henrique,seguranca publica,6
STF suspende vacinacao para seguranca publica em Goias,Francisco Jose,seguranca publica,2
Projeto 'Enfermagicos' promove educacao em saude para pacientes e profissionais do HRBA,Tiago Calisto,educacao,3
Ministerio da Ciencia Tecnologia e Inovacoes faz reuniao sobre a vacina de Oxford,Miguel Angelo,ciencia e tecnologia,6
Operacao contra trafico de drogas termina com um homem morto e um preso em Aracaju e Capela,Pedro Henrique,seguranca publica,6
Cupula da Seguranca Publica se reune em Imperatriz,Teodora Alves,seguranca publica,3
As noticias da seguranca publica com Mateus Ferreira,Tiago Calisto,seguranca publica,1
Especialistas em seguranca publica criticam acao policial no Jacarezinho,Sasha Ferreira,seguranca publica,3
Servidores da seguranca publica sao imunizados em Ji-Parana,Sasha Ferreira,seguranca publica,2
Agentes de seguranca publica sao vacinados contra Covid-19 em Ourilandia do Norte,Tiago Calisto,seguranca publica,4
Homem e socorrido apos ser baleado em Jarinu,Hugo Sousa,seguranca publica,4
Comissao da Seguranca Publica faz o 1o questionamento sobre conflitos agrarios em RO,Sasha Ferreira,seguranca publica,2
Professor universitario publica artigo com orientacoes para manter a seguranca online,Tiago Calisto,seguranca publica,1
Cartas e manifestos pressionam politica ambiental brasileira,Hugo Sousa,politica brasileira,5
Vetos do presidente Bolsonaro comprometem recursos do Fundo para Ciencia e Tecnologia,Tiago Calisto,ciencia e tecnologia,5
Katia Abreu sobre Ernesto Araujo 'Bussola que nos levou para o naufragio da politica externa brasileira',Maria Julia,politica brasileira,2
Ufac abre edital com 26 vagas para mestrado em Educacao,Sebastiao Silva,politica brasileira,2
A politica armamentista brasileira e o tema do "A Mao Armada" podcast comandado por Sonia Bridi,Maria Julia,politica brasileira,7
Colunista Laerte Cerqueira fala sobre os destaques da politica,Pedro Henrique,politica brasileira,3
Na vespera da Cupula do Clima politicos e entidades alertam para falhas na politica ambiental brasileira,Thales Peres,politica brasileira,5
Na vespera da Cupula do Clima politicos e entidades alertam para falhas na politica ambiental brasileira,Joao Paulo Araujo,politica brasileira,5
Bovespa fecha em queda com indefinicao na cena politica brasileira,Maria Julia,politica brasileira,5
Embaixador de Israel no Brasil visita projetos de irrigacao da Codevasf em Petrolina,Sasha Ferreira,politica brasileira,6
Vacinacao contra a Covid-19 Quase 18% da populacao brasileira esta totalmente imunizada,Sasha Ferreira,politica brasileira,3
Em seis anos industria brasileira perdeu 28 mil empresas e 14 milhao de postos de trabalho aponta IBGE,Miguel Angelo,politica brasileira,2
Membros do governo federal visitam industria de saude animal que quer produzir vacinas da Covid em Cravinhos SP,Tiago Calisto,ciencia e tecnologia,6
Bolsonaro diz que paises que criticam politica ambiental brasileira importam madeira ilegal,Joao Paulo Araujo,politica brasileira,3
O Assunto #283 A onda de impeachment na politica brasileira,Sasha Ferreira,politica brasileira,7
Executivas brasileiras da area de tecnologia tem a menor participacao em cargos de lideranca na America Latina mostra pesquisa,Francisco Jose,politica brasileira,7
Maranhense 'Fadinha do skate' de 10 anos garante vaga na selecao brasileira,Maria Julia,politica brasileira,5
Mulheres ainda sao minoria na politica paraense e brasileira,Joao Paulo Araujo,politica brasileira,5
O Assunto #436 O Brasil na Cupula do Clima,Thales Peres,politica brasileira,1
Ex-embaixador lembra de criticas feitas por Biden a politica ambiental brasileira,Thales Peres,politica brasileira,3
UFJF oferece programacao cultural e de oficinas na 74a Reuniao Anual da Sociedade Brasileira para o Progresso da Ciencia,Pedro Henrique,politica brasileira,4
Ministro diz que organizador do Enem queria ser 'protagonista das politicas publicas' e 'nao e assim que acontece nao comigo',Douglas Santos,politica brasileira,3
Fila para conseguir doacao de ossos e flagrante da luta de familias brasileiras contra a fome,Miguel Angelo,politica brasileira,3
Comeca a programacao da semana nacional de ciencia e tecnologia do IF-Sertao,Tiago Calisto,ciencia e tecnologia,4
Bolsonaro e Fux se encontram apos semana de alta tensao politica,Sasha Ferreira,politica brasileira,5
Mourao participa de reuniao com investidores que criticaram politica ambiental brasileira,Tiago Calisto,politica brasileira,3
Maia diz que visita de secretario de Trump a RR 'afronta' tradicao da politica externa brasileira,Teodora Alves,politica brasileira,5
Datafolha maioria dos brasileiros e contra participacao de militares da ativa em manifestacoes politicas,Pedro Henrique,politica brasileira,1
Novo chanceler de Bolsonaro promete 'diplomacia da saude' e atuacao 'sem preferencias',Thales Peres,politica brasileira,7
Mourao participa de reuniao com investidores que criticaram politica ambiental brasileira,Sebastiao Silva,politica brasileira,1
'Ja se esperava que o BC fosse fazer uma elevacao gradual da taxa Selic' diz Ana Flor,Thales Peres,politica brasileira,2
Bovespa fecha em queda com aumento da tensao politica,Teodora Alves,politica brasileira,5
Datafolha maioria dos brasileiros e contra participacao de militares da ativa em manifestacoes politicas,Thales Peres,politica brasileira,1
Papo de Politica #70 quebra de silencio,Maria Clara,politica brasileira,5
Comeca 'Semana Nacional de Ciencia e Tecnologia' no Maranhao,Miguel Angelo,ciencia e tecnologia,4
Morre aos 83 anos ex-ministro da Ciencia Marco Antonio Raupp,Douglas Santos,politica brasileira,1
Policia do Chile investiga morte de modelo brasileira em Santiago,Hugo Sousa,politica brasileira,2
'A politica de seguranca publica nao esta baseada na preservacao da vida' analisa coordenador da Rede de Observatorios; veja dados,Teodora Alves,politica brasileira,2
Cimenti sobre movimento antivacina 'O que a ciencia entregou a politica destruiu',Miguel Angelo,politica brasileira,6
O Assunto #424 Diplomacia sob Bolsonaro - terra arrasada,Francisco Jose,politica brasileira,3
Papo de Politica #71 'Eu sou do Centrao',Miguel Angelo,politica brasileira,5
Aprenda a preparar a deliciosa receita de peixada brasileira prato tipico do Litoral do Piaui,Sasha Ferreira,politica brasileira,1
Garambone sobre manifesto da Selecao 'Movimento historico',Thales Peres,politica brasileira,5
Eliane Cantanhede o que marcou o ano na politica brasileira em 2019,Miguel Angelo,politica brasileira,3
Com aumento de incertezas pessimismo com a economia ja atinge estimativas para 2022,Maria Clara,politica brasileira,2
Inscricoes abertas para Semana da Ciencia e Tecnologia do IFMG,Maria Julia,ciencia e tecnologia,7
'Novela antecipou tudo' diz Lima Duarte sobre 'O Bem-Amado' que esta disponivel no Globoplay,Francisco Jose,politica brasileira,1
Valdo Cruz 'Economia brasileira em alerta por causa do coronavirus e crises politicas',Hugo Sousa,politica brasileira,3
Juazeiro do Norte completa 110 anos de emancipacao politica,Miguel Angelo,politica brasileira,3
Defensor de Trump Bolsonaro silencia sobre invasao e aliados alegam 'questoes internas' dos EUA,Sebastiao Silva,politica brasileira,1
Banco Mundial sugere ao Brasil ampliar politicas para informais e reformular seguro-desemprego,Douglas Santos,politica brasileira,2
Incubadora de SC abre inscricoes para startups da area de gastronomia,Francisco Jose,gastronomia,7
Aprenda a preparar uma deliciosa receita de arroz de polvo prato tipico do Litoral do Piaui,Teodora Alves,gastronomia,5
Incubadora abre inscricoes para startups da area de gastronomia em SC,Hugo Sousa,gastronomia,2
Programa Sabores do Nordeste mostra gastronomia e belezas naturais da regiao,Tiago Calisto,gastronomia,1
Programacao de ferias e realizada no Museu da Gastronomia Maranhense em Sao Luis,Teodora Alves,gastronomia,2
Semana Nacional de Ciencia e Tecnologia comeca neste sabado (17),Douglas Santos,ciencia e tecnologia,3
As delicias com peixe e camarao em meio as paisagens de Raposa no Maranhao,Tiago Calisto,gastronomia,1
Imigrantes e refugiados donos de restaurantes em SP debatem gastronomia e cultura em evento online da USP nesta quarta,Douglas Santos,gastronomia,7
Fundacao Nilo Coelho abre inscricoes para curso gratuito de gastronomia,Thales Peres,gastronomia,1
Senac Petrolina realiza oficinas gratuitas nas areas de gastronomia e beleza,Maria Clara,gastronomia,1
Entrada de Campos do Jordao registra fila de carros neste sabado,Hugo Sousa,gastronomia,3
